Obs,ID Study,No_Eq,Study,DepVar,GDP,GDPpc,rGDP,rGDPpc,PerCap,RealGDP,Other,Growth,Log_trans,COEF_L,SE_L,COEF_S,SE_S,N,T,Sample,Rem,Rempc,RemofGDP,Growth_Rem,Log_Rem,AID,FDI,OPEN,FD,INS,OLS,FMOLS,IV,Panel,FE,RE,GMM,TS,ARDL,ECM,Cross,Start,End,Length,Variables,DF,Endogen,Year,Homogen,Single,EUR,EAP,SA,LAC,MENA,SSA,ROW,MI,LI,LMI,UMI,IT,Lags,Pub,RY,Citat,IF,Comment,TSTAT_L,TSTAT_S
289,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.006,0.003,,,6,38,125,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1970,2008,1.0,8,117,1,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,48,0.254,,2.0,
290,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.36450007022279035,0.0657128087571394,,,6,38,124,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1970,2008,1.0,11,113,1,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2012,48,0.254,IT: 3 ITs,5.546864867242325,
291,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.015,0.005,,,1,38,38,0,0,1,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1970,2008,1.0,3,35,0,2012,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2012,48,0.254,Bangladesh,3.0,
292,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.016,0.009,,,1,38,38,0,0,1,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1970,2008,1.0,3,35,0,2012,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2012,48,0.254,India,1.777777777777778,
293,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.008,0.004,,,1,38,38,0,0,1,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1970,2008,1.0,3,35,0,2012,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2012,48,0.254,Nepal,2.0,
294,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.005,0.007,,,1,38,38,0,0,1,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1970,2008,1.0,3,35,0,2012,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2012,48,0.254,Pakistan,0.7142857142857143,
295,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.006,0.003,,,1,38,38,0,0,1,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1970,2008,1.0,3,35,0,2012,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2012,48,0.254,Sri Lanka,2.0,
296,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.117,0.193,,,62,7,233,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1970,2005,5.0,8,225,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,-0.6062176165803109,
297,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,0.055,0.269,,,62,7,233,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1970,2005,5.0,8,225,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,0.20446096654275092,
298,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.238327,0.4726344400654696,,,62,7,233,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1970,2005,5.0,9,224,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: M2,-0.5042522926746236,
299,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.021654000000000062,0.4239459612085012,,,62,7,233,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1970,2005,5.0,9,224,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: M2,-0.051077264513319405,
300,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.082,0.178,,,62,7,233,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1970,2005,5.0,8,225,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,-0.4606741573033708,
301,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.583,0.366,,,62,7,233,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1970,2005,5.0,8,225,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,-1.5928961748633879,
302,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.03742400000000001,0.3952834570988268,,,62,7,233,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1970,2005,5.0,9,224,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: Credit,-0.09467636281738816,
303,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,0.21595999999999993,0.5271461660678185,,,62,7,233,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1970,2005,5.0,9,224,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: Credit,0.4096776452173157,
304,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.08,0.188,,,61,7,227,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1970,2005,5.0,8,219,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,-0.425531914893617,
305,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,0.059,0.324,,,61,7,227,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1970,2005,5.0,8,219,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,0.18209876543209874,
306,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,0.044879999999999975,0.41631334653119156,,,61,7,227,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1970,2005,5.0,9,218,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: Dep,0.10780341388031243,
307,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,0.6059800000000001,0.727474236038638,,,61,7,227,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1970,2005,5.0,9,218,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: Dep,0.8329916991971863,
308,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.06,0.173,,,62,7,233,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1970,2005,5.0,8,225,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,-0.3468208092485549,
309,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,0.36,0.32,,,62,7,233,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1970,2005,5.0,8,225,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,1.125,
310,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,0.17641,0.7140579858834997,,,62,7,233,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1970,2005,5.0,9,224,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: Loan,0.24705276530410758,
311,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.21166600000000002,0.5401872182456745,,,62,7,233,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1970,2005,5.0,9,224,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: Loan,-0.39183822358368975,
312,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.001,0.006,,,64,3,154,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1991,2005,5.0,8,146,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,-0.16666666666666666,
313,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.005,0.022,,,64,3,154,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,5.0,8,146,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,-0.2272727272727273,
314,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.8255140000000001,0.5072170108188406,,,64,3,154,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1991,2005,5.0,9,145,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: bank efficiency,-1.6275361085924689,
315,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-3.295056,1.1409856424705789,,,64,3,154,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,5.0,9,145,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: bank efficiency,-2.887903122834401,
316,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-3.1835539999999996,1.014297976068177,,,61,3,149,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,5.0,10,139,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: bank efficiency,-3.1386772675429397,
317,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-3.6485619999999996,1.5217903484304267,,,61,3,149,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,5.0,10,139,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: bank efficiency,-2.397545761650495,
318,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-2.94755,0.9507239479601847,,,60,3,147,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,5.0,10,137,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: bank efficiency,-3.1003216089424104,
319,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-3.5300599999999998,1.4577425978302891,,,61,3,149,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,5.0,10,139,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: bank efficiency,-2.421593500288842,
320,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.002,0.002,,,66,14,618,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1991,2005,1.0,8,610,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,-1.0,
321,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.006,0.005,,,66,14,618,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,1.0,8,610,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,-1.2,
322,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.061251,0.19019779443779047,,,66,14,618,1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1991,2005,1.0,9,609,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: bank efficiency,-0.32203843467824156,
323,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-3.438558,1.6479386410531187,,,66,14,618,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,1.0,9,609,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: bank efficiency,-2.0865813291462008,
324,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-3.261805,1.6479386410531187,,,66,14,617,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,1.0,10,607,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: bank efficiency,-1.9793243017322153,
325,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-3.440558,1.5845613353938055,,,66,14,616,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,1.0,10,606,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: bank efficiency,-2.171299982619436,
326,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-2.726546,1.0775430948639595,,,65,14,590,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,1.0,10,580,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: bank efficiency,-2.530335921594141,
327,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-2.6682949999999996,1.1408559226843675,,,66,14,613,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,1.0,10,603,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: bank efficiency,-2.338853615907657,
328,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.495,0.391,,,61,3,149,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,5.0,8,141,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,-1.2659846547314577,
329,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,0.4853670000000001,1.016136148480606,,,61,3,613,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,5.0,9,604,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: M2,0.47765941672850926,
330,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.629,0.418,,,61,3,613,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,5.0,8,605,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,-1.5047846889952154,
331,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,0.30989900000000004,0.9084803630464446,,,61,3,613,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,5.0,8,605,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: Credit,0.3411179950668421,
332,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.672,0.456,,,60,3,613,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,5.0,8,605,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,-1.473684210526316,
333,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,0.66788,1.0451981019883263,,,60,3,613,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,5.0,8,605,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: Dep,0.638998481464387,
334,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,-0.203,0.35,,,61,3,613,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,5.0,8,605,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,101,0.036,,-0.5800000000000001,
335,64,40,"Bettin G., Zazzaro A. (2012)",4,0,0,0,1,1,1,0,1,0,1.441216,0.9015865908852017,,,61,3,613,1,0,0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1991,2005,5.0,8,605,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,101,0.036,IT: Loan,1.5985330910755626,
336,65,2,"Jawaid S.T., Ali Raza S. (2012)",3,0,0,1,0,0,1,0,0,0,-0.043,0.017366720516962843,,,1,29,29,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1980,2009,1.0,3,26,0,2012,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2012,30,0.007,China,-2.476,
337,65,2,"Jawaid S.T., Ali Raza S. (2012)",3,0,0,1,0,0,1,0,0,0,0.08,0.033126293995859216,,,1,29,29,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1980,2009,1.0,3,26,0,2012,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2012,30,0.007,Korea,2.415,
338,66,10,Koyame-Marsh R.O. (2012),3,0,0,1,0,0,1,0,1,0,,,-1.418,0.5935537881958979,1,30,30,0,0,1,1.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1976,2006,1.0,6,24,0,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2012,5,0.0,Benin,,-2.389
339,66,10,Koyame-Marsh R.O. (2012),3,0,0,1,0,0,1,0,1,0,,,0.422,0.9398663697104677,1,30,30,0,0,1,1.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1976,2006,1.0,6,24,0,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2012,5,0.0,Burkina Faso,,0.449
340,66,10,Koyame-Marsh R.O. (2012),3,0,0,1,0,0,1,0,1,0,,,0.331,8.710526315789474,1,30,30,0,0,1,1.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1976,2006,1.0,6,24,0,2012,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2012,5,0.0,Cote d'Ivore,,0.038
341,66,10,Koyame-Marsh R.O. (2012),3,0,0,1,0,0,1,0,1,0,,,0.295,0.374841168996188,1,30,30,0,0,1,1.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1976,2006,1.0,6,24,0,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2012,5,0.0,Gambia,,0.787
342,66,10,Koyame-Marsh R.O. (2012),3,0,0,1,0,0,1,0,1,0,,,5.062,8.959292035398231,1,30,30,0,0,1,1.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1976,2006,1.0,6,24,0,2012,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2012,5,0.0,Ghana,,0.565
343,66,10,Koyame-Marsh R.O. (2012),3,0,0,1,0,0,1,0,1,0,,,0.376,1.0835734870317004,1,30,30,0,0,1,1.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1976,2006,1.0,6,24,0,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2012,5,0.0,Mali,,0.347
344,66,10,Koyame-Marsh R.O. (2012),3,0,0,1,0,0,1,0,1,0,,,3.627,2.783576362240982,1,30,30,0,0,1,1.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1976,2006,1.0,6,24,0,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2012,5,0.0,Niger,,1.303
345,66,10,Koyame-Marsh R.O. (2012),3,0,0,1,0,0,1,0,1,0,,,-0.792,1.056,1,30,30,0,0,1,1.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1976,2006,1.0,6,24,0,2012,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2012,5,0.0,Nigeria,,-0.75
346,66,10,Koyame-Marsh R.O. (2012),3,0,0,1,0,0,1,0,1,0,,,-2.066,1.5639666919000756,1,30,30,0,0,1,1.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1976,2006,1.0,6,24,0,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2012,5,0.0,Senegal,,-1.321
347,66,10,Koyame-Marsh R.O. (2012),3,0,0,1,0,0,1,0,1,0,,,-0.895,1.3499245852187027,1,30,30,0,0,1,1.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1976,2006,1.0,6,24,0,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2012,5,0.0,Togo,,-0.663
348,67,1,"Jayaraman T.K., Choong C.-K., Kumar R.R. (2012)",5,0,0,0,0,0,0,1,0,1,0.9024900711747748,0.18607715395183447,,,1,39,39,0,1,0,0.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1970,2009,1.0,5,34,1,2012,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,2012,12,0.004,TFP as dep var,4.850085311431524,
349,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,0.291,0.1141624166339741,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1980,2009,3.0,7,264,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,2.549,
350,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,0.32,0.13104013104013104,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1980,2009,3.0,8,263,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,2.442,
351,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,0.181,0.31478260869565217,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1980,2009,3.0,7,264,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,0.575,
352,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,0.561,0.33938294010889297,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1980,2009,3.0,8,263,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,1.653,
353,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,0.334,0.13599348534201955,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1980,2009,3.0,7,264,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,2.456,
354,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,0.369,0.1425260718424102,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1980,2009,3.0,8,263,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,2.589,
355,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,0.158,0.08572978838849701,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1980,2009,3.0,7,264,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,1.843,
356,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,0.226,0.08790353947880201,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1980,2009,3.0,8,263,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,2.571,
357,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,-0.056,0.2162162162162162,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1980,2009,3.0,7,264,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,-0.259,
358,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,0.155,0.2211126961483595,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1980,2009,3.0,8,263,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,0.701,
359,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,0.291,0.10404004290311046,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1980,2009,3.0,7,264,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,2.797,
360,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,0.32,0.12057272042200452,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1980,2009,3.0,8,263,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,2.654,
