A,idstudy,label,study,idcoeff,sigma,se,t,viadelta,preferred,byproduct,crosssec,timeser,panel,nobs,midpoint,time_span,cross_units,annual,quart,firmdata,inddata,stadata,coudata,country,idcountry,country_US,country_Eur,country_Eur_noUK,country_UK,develop,ind_primary,ind_second,ind_tertiary,ind_disagg,ind_materials,ind_industrials,ind_consumer,ind_services,database_ASM_CM,database_OECD,database_jorgenson,e_sys_cesfoc,e_sys_2foc,e_cesnonlin,e_ceslinapprox,e_foc_k_r,e_foc_l_w,e_foc_kl_rw,e_foc_k_share,e_foc_l_share,e_foc_kl_share,e_focrev_k_r,e_focrev_l_w,e_focrev_kl_rw,e_focrev_k_share,e_focrev_l_share,e_focrev_kl_share,cerest,cerest2,norm,twolevel,partialsig,UCE,est_dynamic,est_nonlin,est_sur,identif,diff,timefe,unitfe,shortrun_expl,longrun_expl,longrun_unadj,pfoth,pfhum,pflatc,pfcatc,pftfp,pfskill,VES,tcconst,tcother,nocrs,nofullcomp,capacadj,w_nominal,w_direct,l_hours,l_years,l_numwork,l_numwork_fte,l_force,r_ucc,r_ucctax,r_quasi,r_other,r_nom,r_gross,k_it,k_equip,k_struct,k_resincl,k_services,k_perpet,k_index,y_index,y_other,qualadjust,selfempl,grosssigma,top,pubyear,impact,citations
48,134,Young2013,Young (2013),9,0.416,0.08061224489795916,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
49,134,Young2013,Young (2013),10,0.249,0.0642857142857143,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
50,134,Young2013,Young (2013),11,0.605,0.06938775510204082,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
51,134,Young2013,Young (2013),12,0.624,0.11224489795918366,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
52,134,Young2013,Young (2013),13,0.281,0.07346938775510205,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
53,134,Young2013,Young (2013),14,1.01,0.022448979591836754,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
54,134,Young2013,Young (2013),15,0.064,0.06836734693877551,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
55,134,Young2013,Young (2013),16,0.382,0.07551020408163266,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
56,134,Young2013,Young (2013),17,0.293,0.025510204081632647,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
57,134,Young2013,Young (2013),18,0.864,0.023469387755102062,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
58,134,Young2013,Young (2013),19,0.142,0.05918367346938775,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
59,134,Young2013,Young (2013),20,0.79,0.0948979591836735,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
60,134,Young2013,Young (2013),21,0.394,0.07040816326530613,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
61,134,Young2013,Young (2013),22,0.215,0.04693877551020408,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
62,134,Young2013,Young (2013),23,0.373,0.07346938775510203,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
63,134,Young2013,Young (2013),24,0.352,0.07551020408163266,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
64,134,Young2013,Young (2013),25,0.613,0.07448979591836732,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
65,134,Young2013,Young (2013),26,0.762,0.07551020408163267,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
66,134,Young2013,Young (2013),27,0.267,0.062244897959183684,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
67,134,Young2013,Young (2013),28,0.417,0.1183673469387755,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
68,134,Young2013,Young (2013),29,0.366,0.05714285714285714,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
69,134,Young2013,Young (2013),30,0.574,0.0704081632653061,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
70,134,Young2013,Young (2013),31,0.441,0.1,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
71,134,Young2013,Young (2013),32,0.597,0.055102040816326525,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
72,134,Young2013,Young (2013),33,0.292,0.05714285714285714,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
73,134,Young2013,Young (2013),34,0.377,0.043877551020408176,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
74,134,Young2013,Young (2013),35,0.671,0.13367346938775515,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
75,134,Young2013,Young (2013),36,0.446,0.0806122448979592,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
76,134,Young2013,Young (2013),37,0.038,0.16122448979591839,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
77,134,Young2013,Young (2013),38,0.303,0.0693877551020408,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
78,134,Young2013,Young (2013),39,0.571,0.07551020408163264,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
79,134,Young2013,Young (2013),40,0.734,0.054081632653061214,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
80,134,Young2013,Young (2013),41,1.041,0.04489795918367345,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
81,134,Young2013,Young (2013),42,1.028,0.08163265306122451,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
82,134,Young2013,Young (2013),43,0.683,0.0653061224489796,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
83,134,Young2013,Young (2013),44,0.369,0.0826530612244898,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
84,134,Young2013,Young (2013),45,0.441,0.0642857142857143,,0,0.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
85,134,Young2013,Young (2013),46,0.839,0.08469387755102037,,0,-1.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
86,134,Young2013,Young (2013),47,1.312,0.16734693877551024,,0,-1.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
87,134,Young2013,Young (2013),48,0.804,0.12959183673469388,,0,-1.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
88,134,Young2013,Young (2013),49,0.702,0.0653061224489796,,0,-1.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
89,134,Young2013,Young (2013),50,1.132,0.21428571428571425,,0,-1.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
90,134,Young2013,Young (2013),51,1.008,0.10102040816326528,,0,-1.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
91,134,Young2013,Young (2013),52,1.432,0.09285714285714283,,0,-1.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
92,134,Young2013,Young (2013),53,0.581,0.13469387755102039,,0,-1.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
93,134,Young2013,Young (2013),54,1.146,0.06632653061224485,,0,-1.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
94,134,Young2013,Young (2013),55,1.028,0.029591836734693903,,0,-1.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
95,134,Young2013,Young (2013),56,1.045,0.09591836734693875,,0,-1.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
96,134,Young2013,Young (2013),57,0.821,0.06224489795918367,,0,-1.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
97,134,Young2013,Young (2013),58,0.914,0.07142857142857144,,0,-1.0,0.0,0,1,0,46.0,1982.5,46,1,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,1,1,0,2013,0.32,6.888888888888889
